,original,clase,clase_text
4147,agricultores llevando alimento  forraje   ganaderos abulenses   perdido     seguir manteniendo  forma  vida       espíritu   españoles  solidaridad      ,14,autopromocio
4148,    engañen   agencia trade  pretende crear     reduce  administración paralela creada   psoe  sirve  despedir   enchufados    vox exige desmantelar  completo  tinglado socialista     desmonta  farsa  pp  cs     ,14,autopromocio
4149,  pp permite     100 musulmanas incumplan  normativa  parque marítimo  mediterráneo   ceuta   organización   día  burkini         vox      muestra   sometimiento   voluntad   grupos promarroquíes    ,14,autopromocio
4150,    apoyo    luchando   incendios desatados  ávila  necesitamos  gobierno    olvide  mundo rural    diputada   vox anuncia  vox investigará     actuado   rapidez   labores  extinción    ,14,autopromocio
4151,  agricultores tiran  limones    prefiere traerlos  sudáfrica   ,14,autopromocio
4152,   fundación disenso amplía alianzas   países   iberosfera  combatir  narcocomunismo   políticas criminales  foro  sao paulo       abascal  pueblos hermanos   hermanados    amenaza compartida    ,14,autopromocio
4153,     cumplen  años   atentados  barcelona  cambrils        honramos   víctimas       plantaremos cara  terrorismo yihadista    17agosto  ,13,justicia
4154, costas españolas  objetivo principal   mafias  tráfico  personas  operan  argelia   sahel    18 000 ilegales  llegado  españa      año      ,14,autopromocio
4155,pp  psoe comparten posición   crisis  afganistán  llaman  acoger afganos  españa    talibanes liberan  terroristas islamistas  ,14,autopromocio
4156,   99    musulmanes afganos   favor   aplicación   sharia      85   favor   lapidación        quieran huir   afghanistan  seguir  islamistas       llore   consecuencias  entran  europa miles     ,14,autopromocio
4157,  apoyo  ejército español   labor  afganistán   abandono  gobierno     preocupado  traer  miles  afganos  control   repatriar   españoles   encuentran    países musulmanes deberían acoger   exiliados   españa   ,14,autopromocio
4158, mena  marruecos  vienen  temor  mohamed vi  gabriel   vienen   dais pagas  dormitorio  vacaciones   mínimo  18 años    mayoría  siquiera estudia     delinque   claro       delincuentes  protegen     ,14,autopromocio
4159,vox solicita  comparecencias   ministros  exteriores   defensa   exige  gobierno información   garantía  seguridad  personal diplomático español  afganistán  ,14,autopromocio
4160,mostramos  apoyo   fuerzas armadas españolas   labor  afganistán  lamentamos  abandono  pueblo afgano   vox exigirá   posibles asilos políticos   soliciten  acepten   ue   garantías    vengan infiltrados terroristas   ,14,autopromocio
4161,        smith muestra  apoyo  ejército español   labor  afganistán  lamenta  abandono  pueblo afgano   vox exigirá   posibles asilos políticos   soliciten  acepten   ue   garantías    vengan infiltrados terroristas   ,14,autopromocio
4162, cuántos debería acoger  sé valiente  dilo   dile   españoles cuánto dinero   impuestos       destinado  mantenerles   ,14,autopromocio
4163,      razón   preocupa  futuro   mujeres   afganistán   debemos olvidar   europa   barrios    impera  ley islámica   sharía     comenten  amplio abanico  actos contrarios   valores  principios democráticos ,14,autopromocio
4164, gobierno    negó  meses   comisión  pleno  pregunta  confiesa    mitad  verano      sabíamos     sectaria transición energética  valoró  riesgos   provocan   factura  cara   historia    gobiernodelamentira  ,14,autopromocio
4165, mañana    avila  aportado  granito  arena  aliviar   personas desalojadas   incendios      situación empeora   focos    listos  seguir ayudando     ,14,autopromocio
4166,  visitado   personas desalojadas   incendio  afecta   localidades   provincia       pabellón carlos sastre     colaborado  bebidas  alimentos     avila deseamos  pronto puedan regresar   casas     ,14,autopromocio
4167,  leerlo conjuntamente        autor  tuit      días quería dejar     estudios   legítimamente  quieren vacunarse      preguntas    globalismo    globalismo    ,14,autopromocio
4168, hombre  origen pakistaní propina  brutal paliza   taxista  valencia   deja 22 días ingresado    expulsión   cumpla  condena   país      larazon ,14,autopromocio
4169,bravo   bañistas   ayudado   guardia civil  detener      narcos  irrumpieron   lancha   playa   melicena           narcos  plomo  cárcel   ,14,autopromocio
4170,  llegando vídeos    avalancha  pateras  mallorca    zonas  baño  asombro  españoles  turistas   invasión   puntos   isla     turismo  promueven      armengol   echarles    ,15,immigracio
4171,honor  pueblo tlaxalteca     conquista  tenochitlán      esclavitud   sacrificios humanos  canibalismo  muros  cráneos   aztecas   hijos   alianza  españa   méxico    españa    sur  hispanidad   ,13,justicia
4172,        cumplido   palabra  permanecer    sentir general    cartageneros   sentido común   dicta   cate   características   corazón  cartagena      puerta   inmigración ilegal    soloquedavox  ,14,autopromocio
4173,españa  cometió  genocidio  américa              histórica frente   falsedades    leyenda negra  antiespañola   bulos    propagando  extrema izquierda       atlántico   ,14,autopromocio
4174, campo  invadido   inmigración ilegal  fomentada   irresponsable efecto llamada  consenso progre tirando  tierra  conquistas sociales   trabajadores   seguridad   barrios   ,14,autopromocio
4175,vox denuncia  iberdrola   comisión europea  vaciar  embalse  ricobayo  plena subida histórica  precio   luz  ,3,economia i hisenda
4176,fronteras seguras  barrios seguros     cate   corazón  cartagena   ,14,autopromocio
4177,       cate      vecinos  cartagena  murcia  salen   calle  protesta   construcción   centro  atención temporal  extranjeros   corazón   ciudad       perfectamente    traerá  problemas   calles    noalcatedecartagena  ,14,autopromocio
4178,  jubilados  preguntan acerca   propuesta  vox   pensiones      explicado      valoran    pensiones contributivas  exentas   irpf    doble tributación   justicia    tributado   vida laboral  ,14,autopromocio
4179, objetivo     cerrar  centrales nucleares  aumentar emisiones  co2     prioridad   gobierno    descarbonización   prioridad  imponer  agenda ideológica    excusa  cambio climático   basta  gobiernodelamentira  gobiernodimisión  ,14,autopromocio
4180,  cano   asumanera     recibido  preguntaremos  gobierno  actuaremos   pueblo  ecuador  derecho        dinero   españoles    depuren  responsabilidades políticas  judiciales oportunas  gracias,14,autopromocio
4181,   calle    enchufados   psoe   juanma moreno   permitir   sigan llenando  bolsillos   dinero    andaluces     auditorías exigidas      clave  descubrir  tinglado socialista     ,14,autopromocio
4182,  gobierno regional    pretende discriminar   menores  segregarlos  vacunados   vacunados    vemos   tribunales    libertad     ,14,autopromocio
4183,  medios     apoya  china   marruecos       realidad  solidaridad denuncia   izquierda calla   políticas energéticas   países   china  marruecos    españa desmantela  industria energética   normal     crea       ,14,autopromocio
4184,  víctimas  violencia intrafamiliar merecen   respeto  ,4,igualtat i feminismes
4185,     marta castro      vox solicita  tsj  baleares  suspensión urgente   medidas decretadas   gobierno balear   ocio  eventos deportivos  visitas  centros sociales   puedes leerlo   ,13,justicia
4186,          marta castro  jorge campos  explica  razones    recurrimos  tsjib  medidas anticovid  armengol  vulneran  derechos fundamentales  ,14,autopromocio
4187,   vox denuncia  iberdrola   comisión europea  vaciar  embalse  ricobayo        acusa   eléctrica  aprovechar  altos precios  maximizar beneficios  costa  medio ambiente   economía   zona   ,14,autopromocio
4188, día     500 años   tropa  españoles encabezada  hernán cortés  aliados nativos consiguieron  rendición  tenochtitlán   españa logró liberar  millones  personas  régimen sanguinario   terror   aztecas   orgullosos   historia     ,14,autopromocio
4189,     midieron  riesgos   absurda  incoherente transición ecológica     españoles  pagan  consecuencias    gobierno  psoe    culpable   continuas subidas  precio   luz   ,14,autopromocio
4190, 13deagosto  1521   tropa  españoles encabezada  hernán cortés   miles  aliados nativos   rendición  tenochtitlán   termina  horror   sacrificios humanos  miles  personas   dioses satánicos   aztecas   ,0,presidencia
4191,  intervención    meses  pidiendo   celebrara   500 aniversario   conquista  méxico   españoles  13 08 1521    acabó   imperio antropófago mexica   sacrificios humanos masivos       españa cristiana  mestiza   ,14,autopromocio
4192,  invasión migratoria     realidad   gobierno  juanma moreno  incapaz  proteger   andaluces   inmigración ilegal  prefiere promover  efecto llamada    estrategia andaluza   inmigración     stopinvasiónmigratoria   ,0,presidencia
4193,   españoles  unen  vox  defender  memoria    víctimas   violencia intrafamiliar  independientemente    hombres  mujeres   pp  ciudadanos   izquierda siguen diferenciando  víctimas          sexo   ,14,autopromocio
4194, pasaporte covid  galicia   jueces tumban  salvajes imposiciones   caciques autonómicos    bipartidismo   entender    recortar derechos fundamentales   españoles   vox   justicia   muro  contención   tropelías      ,14,autopromocio
4195,  sociópatas  pretenden   sociedad viva atemorizada constantemente  imponer  políticas ideológicas    comas carne   viajes  avión    hijos   uses aire acondicionado      cargarás  humanidad    iros  esparragar   ,8,accio climatica alimentacio i agenda rural
4196,   ejecutivo  milagros tolón rectifica   denuncia   vox       cruzarnos  brazos   ataca  sentimientos   mayoría   toledanos        ,14,autopromocio
4197, psoe reconociendo          esp denunciamos  españa   soberanía energética   despues  cerrar  centrales  nombre   religión climática  resulta     alta dependencia    ,14,autopromocio
4198, carta   foro  madrid   apuesta personal    abascal  combatir   regímenes comunistas   foros  sao paulo  puebla    democracia   libertades   defensa   vida   naciones   fronteras  defenderse      ,14,autopromocio
4199,     europa    denunciado  año   horrendo  pactoverde  comisión europea provoca     cierre empresas energéticas  españa     deslocalización  terceros países    produciendo     conpramos energía pagando derechos  emisión    caros     ,14,autopromocio
4200, senadora     pregunta  gobierno          electricidad     lujo      convocar elecciones dada  incapacidad   políticas sociales    marchaos  dejad paso   ejecutivo competente       ,14,autopromocio
4201,  cano   asumanera      ecuador  españa    diputado rafael mayoral   ministra     irene montero   explicar       denuncia  embajador  ecuador  españa     congreso preguntamos  gobierno  exigimos  comparecencia urgente   ministra   ,14,autopromocio
