,text,Prediction
0,   vitorean    asesinado   padre  humillante  eduardo  hijo  jefe policía municipal  vitoria d  eugenio lázaro valle asesinado   tiro   nuca  eta  pasé cientos     padre   calle   homenajearon    ,autopromocio
0,   vox cartagena   claro     suponer   cate   corazón   ciudad      delincuencia     efecto llamada     inseguridad ciudadana     inversiones  cartagena  ,presidencia
0,continúan  llegadas masivas   costas   mirada atónita   sufrirán  consecuencias   barrios   españoles    sánchez  decidido  proteger   ciudadanos   partidos miran      vox  denuncia     stopinvasiónmigratoria  ,interior
0,  vemos  tarde  cartagena   ,autopromocio
0,gente   pasea libremente  españa      jubilado   prisión  defenderse   intruso   hogar     daños  producen     gobierno   legislación progre  directamente responsables    ,presidencia
0, razón   razón   ,autopromocio
0, gobierno  abandona   héroes   gobierno desmemoriado  desagradecido    guardan  fronteras   protegen  mantienen    nombre  españa jugándose  vida  merecen reconocimiento  gratitud  recursos  salarios dignos    ,presidencia
0,vox recurre   tc  ley  salud  baleares  imponer  vacunación obligatoria   confinamiento forzoso            ,justicia
0,  construyendo juanma moreno    libre  andalucía    ,autopromocio
0, ideología   conocimiento   aulas    oportunidades   españoles   recursos     elites  permitirse  lujo  llenar  currículo educativo  chorradas    educación   futuro   gente   ,presidencia
0,atropellan derechos   izquierda   mantienen chiringuitos   izquierda   promueven  efecto llamada   izquierda   engañan   electores   izquierda    idolatran    figuras históricas   izquierda   ,drets socials
0, pp continúa acercándose   izquierda  confirma   dispuesto  pactar  presupuestos  andalucía   psoe  ,presidencia
0,  pp continúa atacando  vox  mendiga  voto  pnv      entendido quiénes   auténticos enemigos  españa     ,presidencia
0, único   confunde  enemigo   pp       facilitó declarar    abascal persona non grata  ceuta      incumple  compromisos  andalucía      votó     moción  pedro sánchez        añorando  bipartidismo  miente manipula  demoniza  vox   ,presidencia
0, perro  pepe   librero  ciudad real  78 años     prisión  disparar   ladrón    metido   casa  madrugada  esperaba   amo      sentido   justicia  proteger  clan  defenderse  intruso    locos  humanos   ,presidencia
0,manada pixelada 20  1    valientes   años  agresiones   zona   policía  sabía      actuó     sistema     actuado         alex    coma     olvidará    próxima      sistema   ,presidencia
0, fiscalía ordena investigar           homenaje   asesino  eta henri parot convocado  mondragón        marta castro   abascal    ,presidencia
0, juez admite  querella  vox  tezanos    sentará   banquillo   delito  malversación  caudales públicos  utilizar  cis  favorecer  intereses  psoe  ,presidencia
0,  juventud temprana leyendo  admirando  mikel azurmendi    discutiendo     trabamos amistad       dejado   descanse  paz mikel azurmendi       ,autopromocio
0, manada  zaragoza    televisiones  harán programas especiales   veremos  caras   izquierda  hará manifestaciones    españoles     expulsión   cumplan  condena   país   ,presidencia
0,titular incorrecto  moreno  adelantará elecciones  incumple  pacto  vox  moreno  cumple   acuerdo  investidura    efecto llamada   inmigración ilegal  perpetúa políticas socialistas   supuesto  bloquearemos  continuidad  políticas progres  ,inmigracio
0,   urgente  tezanos  sentará   banquillo  presunta malversación  utilizar  cis  favorecer  psoe   encuestas    juzgado  instrucción n  29  madrid admite   diligencias solicitadas  vox    voxútil       ,presidencia
0, gobierno  traiciona   pueblo  pisotea   ciudadanos  actúa  margen   ley   gobierno ilegítimo    sostenga    acción  inacción   responsable   destrucción  afectos  vínculos  derechos  libertades  sufrimos    ,presidencia
0,  irresponsable   contraria  interés general  decisión  aprobar  opa  grupo australiano ifm  naturgy   gobierno socialcomunista  protege  incentiva  necesaria independencia energética  españa      ,presidencia
0, editorial   noventa días   triunfo  ayuso   900   derrota exitosa  moreno bonilla    leyes ideológicas siguen    derroche  dinero   impuestos     libertad real  desapareciendo   ,presidencia
0,asia  quemando neumáticos  vertiendo toneladas  plásticos   mares  365 días  año       gobierno  cruje  restricciones  sanciones  impuestos   bebiendo   vaso  plástico  comiendo  chuletón  usando  coche diésel  10 años   ,presidencia
0,  medalla  oro  paro juvenil   gobierno          tokyo2020  juegosolimpicos  ,presidencia
0,oposición frontal  vox   pasaporte covi  pp  andalucía     salvajada  vulnera  derechos   ciudadanos  juanma moreno  imita  tropelías  sánchez   ,presidencia
0,juanma moreno  terminar  hundir   hostelería  andalucía  pisotear  derechos   andaluces     cuenten     inconstitucionalidad    recurriremos   tribunales  exigiremos elecciones   ,drets socials
0,ceuta    caso aislado   pp  alineándose   izquierda  demonizar  deshumanizar  4 millones  españoles    pablo casado  desautoriza  acciones   convertirá  responsable   amenazas  agresiones  vox    ,presidencia
0, certificado covid   barbaridad  vulnerará  derechos   andaluces  otorgará poderes excepcionales  arbitrarios   distintas administraciones       atropellos  sánchez  atropellos   imitadores   ,presidencia
0,   viva21       acto  prepara vox  permitirá   españoles disfrutar   belleza   riqueza    provincias  españa      9  10  octubre   recinto  aire libre  madrid     nota  prensa     ,presidencia
0,    viva21    evento  prepara vox  volver    españa  pie    convertirá   acontecimiento anual  movilizará    delegaciones provinciales   organizaciones   sociedad civil      resérvate   9  10  octubre     ,presidencia
0,claro    cabida  españa   odio       ve  2014  gritos  allahu akbar     temer   día  juicio final    pp   psoe  ceuta deberán explicar   pactan contigo  pisotear  convicciones  miles  ceutíes     ,presidencia
0,   papá  esther  hija  guardia d  aurelio salgueiro lópez  padre  7 hijos  asesinado  balazos  presencia   hijo  14 años  mondragón   cobardes  eta   eta asesinó   padre 5 días     hermana cumpliera  año  ,presidencia
0,años  años  presiones  amenazas  boicots  apartheids   artista disidente  convertido   artistas libres   especie  peligro  extinción   reconocimiento      dignidad      ,presidencia
0,vecinos  almería denuncian  inmigrantes magrebíes  cuelan   urbanizaciones    atemorizados     juanma moreno  preocupa   globalista estrategia andaluza   inmigración  proteger   andaluces   inseguridad    ,autopromocio
0, bipartidismo  convertido  caciquismo autonómico    entender    recortar derechos fundamentales arbitrariamente      pretenden   pasaporte covid   salvajada     aceptar   ciudadanos  voluntariamente eligen vacunarse   ,drets socials
0,   100 millones  muertos  causó  comunismo  divididos  países    excepción   dictadura camboyana   responsables   genocidios  quedado impunes   países democráticos   blanquea   movimiento totalitario      ,presidencia
0, magrebíes cortan  cuello   joven   canaria  robarle    totalmente seccionado    milímetros  falleció     llevamos viendo  años   países europeos   reproduciendo      medios  comunicación siguen callando   ,presidencia
0, desesperados     combatir  vox  utilizar  violencia   conseguirán amedrentarnos        kichi     responsable    gaditanos sufran  desempleo estructural  salarios precarios  cadiz  liberará      convoquen elecciones   ,presidencia
0, efficold   monopolio sindical          acabó   vida   obligáremos  justificar       horas sindicales  usen     acabáremos   mafia sindical   ,salut
0,gracias   generosidad  reconocimiento  querida rosa     ,autopromocio
0,23   25 ciudades   contaminan   mundo    china comunista responsable  covid   llamen   puertas  inquisidores   religión climática  dejen  paz   agricultores   ganaderos   industrias   ,autopromocio
0,    secretario general    smith   inaugurado   sede   calle navellos     presidente   llanos  afiliados  simpatizantes       seguiremos dando  batalla ideológica   izquierda   pancatalanismo    corrupción   ,presidencia
0, pp andaluz  favor  imponer  pasaporte covid  espacios públicos   implantar  toque  queda        comunismo  libertad    vox    tolerar   andalucía  discrimine   españoles    restrinjan  libertades   ,presidencia
0,   auditorías exigidas  vox  andalucía confirman   psoe montó  enorme entramado corrupto  enchufar  enriquecer   amigos   exigimos  juanma moreno  desmantelamiento       recursos públicos    voxútil    ,presidencia
0,   q miento    sr  isidoro moreno gracias    moreno    adoctrinará      juventud   derecho  decidir   autogobierno   soberanía   andalucía   españa    pasen  vean   fueraautonomías   ,presidencia
0, aliados  gobierno insultan  rey   españa    gobierno colabora    insulto  convierta  afrenta      sorprender  miembros   gobierno  afirmado  asaltarían  zarzuela  asesinar   familia real     ,presidencia
0,valoración   comparecencia  pedro mentiras      falta esperar  escuchar  embustes  elude   congreso      recordemos   narciso   escucha       aduladores ,presidencia
0, pp vota      vox   coloca    psoe  rechaza  debate  revocar  nombramiento  abascal  persona  non grata   ,presidencia
0, programa   radical andalucista isidoro moreno     dispondrá   horas semanales  lavar  cerebro   oyentes     faltaba    moreno  apunta  carro   disgregación nacional       pp      ,presidencia
0, ue   gobierno siguen     defensa   campo    inadmisible   agricultores  desprotegidos   entrada masiva  productos  marruecos  compiten  condiciones desiguales    invasión migratoria  comercial   lonuestroprimero     ,presidencia
0,ceuta    guinda    zancadillas  pp  vox  soportado      pp   años alimentando  cordón antidemocrático  vox   pactando  psoe     separatistas  marginar  vox   instituciones    ,presidencia
0,       olona  planta   terroristas callejeros  cádiz       consecuencias   estrategia  demonización  deshumanización impulsada   bipartidismo político  mediático  vox       miedo       ,presidencia
0, mesa   asamblea  ceuta  permite  mañana  debata   pleno revocar  nombramiento  santiago abascal  persona  non grata       pp vota   psoe   partido   apoyo recibió   ceutíes    elecciones generales   ,presidencia
